

Microchip MPLAB XC8 Assembler V2.31 build 20201012212115 
                                                                                               Wed Feb 24 19:23:36 2021

Microchip MPLAB XC8 C Compiler v2.31 (Free license) build 20201012212115 Og1 
     1                           	processor	16F887
     2                           	pagewidth 120
     3                           	opt	flic
     4                           	psect	cinit,global,class=CODE,merge=1,delta=2
     5                           	psect	bssCOMMON,global,class=COMMON,space=1,delta=1,noexec
     6                           	psect	cstackCOMMON,global,class=COMMON,space=1,delta=1,noexec
     7                           	psect	maintext,global,class=CODE,split=1,delta=2
     8                           	psect	text1,local,class=CODE,merge=1,delta=2
     9                           	psect	text2,local,class=CODE,merge=1,delta=2
    10                           	psect	text3,local,class=CODE,merge=1,delta=2
    11                           	psect	text4,local,class=CODE,merge=1,delta=2
    12                           	psect	intentry,global,class=CODE,delta=2
    13                           	psect	config,global,abs,ovrld,class=CONFIG,space=4,delta=2,noexec
    14                           	dabs	1,0x7E,2
    15  0000                     
    16                           ; Version 2.20
   299  000E                     	;# 
   300  000F                     	;# 
   301  0010                     	;# 
   302  0011                     	;# 
   303  0012                     	;# 
   304  0013                     	;# 
   305  0014                     	;# 
   306  0015                     	;# 
   307  0015                     	;# 
   308  0016                     	;# 
   309  0017                     	;# 
   310  0018                     	;# 
   311  0019                     	;# 
   312  001A                     	;# 
   313  001B                     	;# 
   314  001B                     	;# 
   315  001C                     	;# 
   316  001D                     	;# 
   317  001E                     	;# 
   318  001F                     	;# 
   319  0081                     	;# 
   320  0085                     	;# 
   321  0086                     	;# 
   322  0087                     	;# 
   323  0088                     	;# 
   324  0089                     	;# 
   325  008C                     	;# 
   326  008D                     	;# 
   327  008E                     	;# 
   328  008F                     	;# 
   329  0090                     	;# 
   330  0091                     	;# 
   331  0092                     	;# 
   332  0093                     	;# 
   333  0093                     	;# 
   334  0093                     	;# 
   335  0094                     	;# 
   336  0095                     	;# 
   337  0096                     	;# 
   338  0097                     	;# 
   339  0098                     	;# 
   340  0099                     	;# 
   341  009A                     	;# 
   342  009B                     	;# 
   343  009C                     	;# 
   344  009D                     	;# 
   345  009E                     	;# 
   346  009F                     	;# 
   347  0105                     	;# 
   348  0107                     	;# 
   349  0108                     	;# 
   350  0109                     	;# 
   351  010C                     	;# 
   352  010C                     	;# 
   353  010D                     	;# 
   354  010E                     	;# 
   355  010F                     	;# 
   356  0185                     	;# 
   357  0187                     	;# 
   358  0188                     	;# 
   359  0189                     	;# 
   360  018C                     	;# 
   361  018D                     	;# 
   362  0014                     _SSPCON	set	20
   363  000B                     _INTCONbits	set	11
   364  0013                     _SSPBUF	set	19
   365  000C                     _PIR1bits	set	12
   366  001E                     _ADRESH	set	30
   367  001F                     _ADCON0bits	set	31
   368  0009                     _PORTE	set	9
   369  0008                     _PORTD	set	8
   370  0005                     _PORTA	set	5
   371  0094                     _SSPSTAT	set	148
   372  0085                     _TRISAbits	set	133
   373  0087                     _TRISCbits	set	135
   374  009F                     _ADCON1	set	159
   375  008C                     _PIE1bits	set	140
   376  0094                     _SSPSTATbits	set	148
   377  0089                     _TRISE	set	137
   378  0088                     _TRISD	set	136
   379  0085                     _TRISA	set	133
   380  0189                     _ANSELH	set	393
   381  0188                     _ANSEL	set	392
   382                           
   383                           	psect	cinit
   384  000F                     start_initialization:	
   385                           ; #config settings
   386                           
   387  000F                     __initialization:
   388                           
   389                           ; Clear objects allocated to COMMON
   390  000F  01F4               	clrf	__pbssCOMMON& (0+127)
   391  0010  01F5               	clrf	(__pbssCOMMON+1)& (0+127)
   392  0011                     end_of_initialization:	
   393                           ;End of C runtime variable initialization code
   394                           
   395  0011                     __end_of__initialization:
   396  0011  0183               	clrf	3
   397  0012  120A  118A  288D   	ljmp	_main	;jump to C main() function
   398                           
   399                           	psect	bssCOMMON
   400  0074                     __pbssCOMMON:
   401  0074                     _lectura:
   402  0074                     	ds	1
   403  0075                     _adcvar:
   404  0075                     	ds	1
   405                           
   406                           	psect	cstackCOMMON
   407  0070                     __pcstackCOMMON:
   408  0070                     ?_ADC_CONFIG:
   409  0070                     ?_CONFIG_SPI:	
   410                           ; 1 bytes @ 0x0
   411                           
   412  0070                     ?_Setup:	
   413                           ; 1 bytes @ 0x0
   414                           
   415  0070                     ?_ISR:	
   416                           ; 1 bytes @ 0x0
   417                           
   418  0070                     ??_ISR:	
   419                           ; 1 bytes @ 0x0
   420                           
   421  0070                     ?_main:	
   422                           ; 1 bytes @ 0x0
   423                           
   424                           
   425                           ; 1 bytes @ 0x0
   426  0070                     	ds	3
   427  0073                     ??_ADC_CONFIG:
   428  0073                     ??_CONFIG_SPI:	
   429                           ; 1 bytes @ 0x3
   430                           
   431  0073                     ??_Setup:	
   432                           ; 1 bytes @ 0x3
   433                           
   434  0073                     ??_main:	
   435                           ; 1 bytes @ 0x3
   436                           
   437                           
   438                           ; 1 bytes @ 0x3
   439  0073                     	ds	1
   440                           
   441                           	psect	maintext
   442  008D                     __pmaintext:	
   443 ;;
   444 ;;Main: autosize = 0, tempsize = 1, incstack = 0, save=0
   445 ;;
   446 ;; *************** function _main *****************
   447 ;; Defined at:
   448 ;;		line 100 in file "Slave0_main.c"
   449 ;; Parameters:    Size  Location     Type
   450 ;;		None
   451 ;; Auto vars:     Size  Location     Type
   452 ;;		None
   453 ;; Return value:  Size  Location     Type
   454 ;;                  1    wreg      void 
   455 ;; Registers used:
   456 ;;		wreg, status,2, status,0, pclath, cstack
   457 ;; Tracked objects:
   458 ;;		On entry : B00/0
   459 ;;		On exit  : 0/0
   460 ;;		Unchanged: 0/0
   461 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
   462 ;;      Params:         0       0       0       0       0
   463 ;;      Locals:         0       0       0       0       0
   464 ;;      Temps:          1       0       0       0       0
   465 ;;      Totals:         1       0       0       0       0
   466 ;;Total ram usage:        1 bytes
   467 ;; Hardware stack levels required when called:    3
   468 ;; This function calls:
   469 ;;		_Setup
   470 ;; This function is called by:
   471 ;;		Startup code after reset
   472 ;; This function uses a non-reentrant model
   473 ;;
   474                           
   475                           
   476                           ;psect for function _main
   477  008D                     _main:
   478  008D                     l721:	
   479                           ;incstack = 0
   480                           ; Regs used in _main: [wreg+status,2+status,0+pclath+cstack]
   481                           
   482                           
   483                           ;Slave0_main.c: 101:     Setup();
   484  008D  120A  118A  2043  120A  118A  	fcall	_Setup
   485  0092                     l723:
   486                           
   487                           ;Slave0_main.c: 102:     _delay((unsigned long)((25)*(8000000/4000000.0)));
   488  0092  3010               	movlw	16
   489  0093  00F3               	movwf	??_main
   490  0094                     u47:
   491  0094  0BF3               	decfsz	??_main,f
   492  0095  2894               	goto	u47
   493  0096  0000               	nop
   494  0097                     l725:
   495                           
   496                           ;Slave0_main.c: 103:         ADCON0bits.GO_DONE = 1;
   497  0097  1283               	bcf	3,5	;RP0=0, select bank0
   498  0098  1303               	bcf	3,6	;RP1=0, select bank0
   499  0099  149F               	bsf	31,1	;volatile
   500  009A                     l52:	
   501                           ;Slave0_main.c: 104:     while (1) {
   502                           
   503  009A                     l53:	
   504                           ;Slave0_main.c: 105:     }
   505                           
   506  009A  289A               	goto	l52
   507  009B  120A  118A  280C   	ljmp	start
   508  009E                     __end_of_main:
   509                           
   510                           	psect	text1
   511  0043                     __ptext1:	
   512 ;; *************** function _Setup *****************
   513 ;; Defined at:
   514 ;;		line 56 in file "Slave0_main.c"
   515 ;; Parameters:    Size  Location     Type
   516 ;;		None
   517 ;; Auto vars:     Size  Location     Type
   518 ;;		None
   519 ;; Return value:  Size  Location     Type
   520 ;;                  1    wreg      void 
   521 ;; Registers used:
   522 ;;		wreg, status,2, status,0, pclath, cstack
   523 ;; Tracked objects:
   524 ;;		On entry : 0/0
   525 ;;		On exit  : 0/0
   526 ;;		Unchanged: 0/0
   527 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
   528 ;;      Params:         0       0       0       0       0
   529 ;;      Locals:         0       0       0       0       0
   530 ;;      Temps:          0       0       0       0       0
   531 ;;      Totals:         0       0       0       0       0
   532 ;;Total ram usage:        0 bytes
   533 ;; Hardware stack levels used:    1
   534 ;; Hardware stack levels required when called:    2
   535 ;; This function calls:
   536 ;;		_ADC_CONFIG
   537 ;;		_CONFIG_SPI
   538 ;; This function is called by:
   539 ;;		_main
   540 ;; This function uses a non-reentrant model
   541 ;;
   542                           
   543                           
   544                           ;psect for function _Setup
   545  0043                     _Setup:
   546  0043                     l695:	
   547                           ;incstack = 0
   548                           ; Regs used in _Setup: [wreg+status,2+status,0+pclath+cstack]
   549                           
   550                           
   551                           ;Slave0_main.c: 58:     ANSEL = 0b00000001;
   552  0043  3001               	movlw	1
   553  0044  1683               	bsf	3,5	;RP0=1, select bank3
   554  0045  1703               	bsf	3,6	;RP1=1, select bank3
   555  0046  0088               	movwf	8	;volatile
   556  0047                     l697:
   557                           
   558                           ;Slave0_main.c: 59:     ANSELH = 0;
   559  0047  0189               	clrf	9	;volatile
   560  0048                     l699:
   561                           
   562                           ;Slave0_main.c: 61:     TRISA = 0b00000001;
   563  0048  3001               	movlw	1
   564  0049  1683               	bsf	3,5	;RP0=1, select bank1
   565  004A  1303               	bcf	3,6	;RP1=0, select bank1
   566  004B  0085               	movwf	5	;volatile
   567                           
   568                           ;Slave0_main.c: 62:     PORTA = 0;
   569  004C  1283               	bcf	3,5	;RP0=0, select bank0
   570  004D  1303               	bcf	3,6	;RP1=0, select bank0
   571  004E  0185               	clrf	5	;volatile
   572                           
   573                           ;Slave0_main.c: 67:     TRISD = 0;
   574  004F  1683               	bsf	3,5	;RP0=1, select bank1
   575  0050  1303               	bcf	3,6	;RP1=0, select bank1
   576  0051  0188               	clrf	8	;volatile
   577                           
   578                           ;Slave0_main.c: 68:     PORTD = 0;
   579  0052  1283               	bcf	3,5	;RP0=0, select bank0
   580  0053  1303               	bcf	3,6	;RP1=0, select bank0
   581  0054  0188               	clrf	8	;volatile
   582                           
   583                           ;Slave0_main.c: 70:     TRISE = 0;
   584  0055  1683               	bsf	3,5	;RP0=1, select bank1
   585  0056  1303               	bcf	3,6	;RP1=0, select bank1
   586  0057  0189               	clrf	9	;volatile
   587                           
   588                           ;Slave0_main.c: 71:     PORTE = 0;
   589  0058  1283               	bcf	3,5	;RP0=0, select bank0
   590  0059  1303               	bcf	3,6	;RP1=0, select bank0
   591  005A  0189               	clrf	9	;volatile
   592  005B                     l701:
   593                           
   594                           ;Slave0_main.c: 73:     ADC_CONFIG();
   595  005B  120A  118A  2066  120A  118A  	fcall	_ADC_CONFIG
   596  0060                     l703:
   597                           
   598                           ;Slave0_main.c: 74:     CONFIG_SPI();
   599  0060  120A  118A  207A  120A  118A  	fcall	_CONFIG_SPI
   600  0065                     l39:
   601  0065  0008               	return
   602  0066                     __end_of_Setup:
   603                           
   604                           	psect	text2
   605  007A                     __ptext2:	
   606 ;; *************** function _CONFIG_SPI *****************
   607 ;; Defined at:
   608 ;;		line 9 in file "LIB_SPI.c"
   609 ;; Parameters:    Size  Location     Type
   610 ;;		None
   611 ;; Auto vars:     Size  Location     Type
   612 ;;		None
   613 ;; Return value:  Size  Location     Type
   614 ;;                  1    wreg      void 
   615 ;; Registers used:
   616 ;;		wreg, status,2
   617 ;; Tracked objects:
   618 ;;		On entry : 0/0
   619 ;;		On exit  : 0/0
   620 ;;		Unchanged: 0/0
   621 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
   622 ;;      Params:         0       0       0       0       0
   623 ;;      Locals:         0       0       0       0       0
   624 ;;      Temps:          0       0       0       0       0
   625 ;;      Totals:         0       0       0       0       0
   626 ;;Total ram usage:        0 bytes
   627 ;; Hardware stack levels used:    1
   628 ;; Hardware stack levels required when called:    1
   629 ;; This function calls:
   630 ;;		Nothing
   631 ;; This function is called by:
   632 ;;		_Setup
   633 ;; This function uses a non-reentrant model
   634 ;;
   635                           
   636                           
   637                           ;psect for function _CONFIG_SPI
   638  007A                     _CONFIG_SPI:
   639  007A                     l685:	
   640                           ;incstack = 0
   641                           ; Regs used in _CONFIG_SPI: [wreg+status,2]
   642                           
   643                           
   644                           ;LIB_SPI.c: 10:     TRISCbits.TRISC3 = 1;
   645  007A  1683               	bsf	3,5	;RP0=1, select bank1
   646  007B  1303               	bcf	3,6	;RP1=0, select bank1
   647  007C  1587               	bsf	7,3	;volatile
   648                           
   649                           ;LIB_SPI.c: 11:     TRISCbits.TRISC5 = 0;
   650  007D  1287               	bcf	7,5	;volatile
   651                           
   652                           ;LIB_SPI.c: 12:     TRISAbits.TRISA5 = 1;
   653  007E  1685               	bsf	5,5	;volatile
   654  007F                     l687:
   655                           
   656                           ;LIB_SPI.c: 13:     SSPCON = 0b00100100;
   657  007F  3024               	movlw	36
   658  0080  1283               	bcf	3,5	;RP0=0, select bank0
   659  0081  1303               	bcf	3,6	;RP1=0, select bank0
   660  0082  0094               	movwf	20	;volatile
   661  0083                     l689:
   662                           
   663                           ;LIB_SPI.c: 14:     SSPSTAT = 0;
   664  0083  1683               	bsf	3,5	;RP0=1, select bank1
   665  0084  1303               	bcf	3,6	;RP1=0, select bank1
   666  0085  0194               	clrf	20	;volatile
   667  0086                     l691:
   668                           
   669                           ;LIB_SPI.c: 15:     PIR1bits.SSPIF = 0;
   670  0086  1283               	bcf	3,5	;RP0=0, select bank0
   671  0087  1303               	bcf	3,6	;RP1=0, select bank0
   672  0088  118C               	bcf	12,3	;volatile
   673  0089                     l693:
   674                           
   675                           ;LIB_SPI.c: 16:     PIE1bits.SSPIE = 1;
   676  0089  1683               	bsf	3,5	;RP0=1, select bank1
   677  008A  1303               	bcf	3,6	;RP1=0, select bank1
   678  008B  158C               	bsf	12,3	;volatile
   679  008C                     l83:
   680  008C  0008               	return
   681  008D                     __end_of_CONFIG_SPI:
   682                           
   683                           	psect	text3
   684  0066                     __ptext3:	
   685 ;; *************** function _ADC_CONFIG *****************
   686 ;; Defined at:
   687 ;;		line 10 in file "LIB_ADC.c"
   688 ;; Parameters:    Size  Location     Type
   689 ;;		None
   690 ;; Auto vars:     Size  Location     Type
   691 ;;		None
   692 ;; Return value:  Size  Location     Type
   693 ;;                  1    wreg      void 
   694 ;; Registers used:
   695 ;;		wreg, status,2, status,0
   696 ;; Tracked objects:
   697 ;;		On entry : 0/0
   698 ;;		On exit  : 0/0
   699 ;;		Unchanged: 0/0
   700 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
   701 ;;      Params:         0       0       0       0       0
   702 ;;      Locals:         0       0       0       0       0
   703 ;;      Temps:          0       0       0       0       0
   704 ;;      Totals:         0       0       0       0       0
   705 ;;Total ram usage:        0 bytes
   706 ;; Hardware stack levels used:    1
   707 ;; Hardware stack levels required when called:    1
   708 ;; This function calls:
   709 ;;		Nothing
   710 ;; This function is called by:
   711 ;;		_Setup
   712 ;; This function uses a non-reentrant model
   713 ;;
   714                           
   715                           
   716                           ;psect for function _ADC_CONFIG
   717  0066                     _ADC_CONFIG:
   718  0066                     l675:	
   719                           ;incstack = 0
   720                           ; Regs used in _ADC_CONFIG: [wreg+status,2+status,0]
   721                           
   722                           
   723                           ;LIB_ADC.c: 11:     INTCONbits.GIE = 1;
   724  0066  178B               	bsf	11,7	;volatile
   725                           
   726                           ;LIB_ADC.c: 12:     INTCONbits.PEIE = 1;
   727  0067  170B               	bsf	11,6	;volatile
   728                           
   729                           ;LIB_ADC.c: 13:     PIR1bits.ADIF = 0;
   730  0068  1283               	bcf	3,5	;RP0=0, select bank0
   731  0069  1303               	bcf	3,6	;RP1=0, select bank0
   732  006A  130C               	bcf	12,6	;volatile
   733                           
   734                           ;LIB_ADC.c: 14:     PIE1bits.ADIE = 1;
   735  006B  1683               	bsf	3,5	;RP0=1, select bank1
   736  006C  1303               	bcf	3,6	;RP1=0, select bank1
   737  006D  170C               	bsf	12,6	;volatile
   738  006E                     l677:
   739                           
   740                           ;LIB_ADC.c: 15:     ADCON0bits.ADCS = 0b10;
   741  006E  1283               	bcf	3,5	;RP0=0, select bank0
   742  006F  1303               	bcf	3,6	;RP1=0, select bank0
   743  0070  081F               	movf	31,w	;volatile
   744  0071  393F               	andlw	-193
   745  0072  3880               	iorlw	128
   746  0073  009F               	movwf	31	;volatile
   747  0074                     l679:
   748                           
   749                           ;LIB_ADC.c: 16:     ADCON0bits.GO = 0;
   750  0074  109F               	bcf	31,1	;volatile
   751  0075                     l681:
   752                           
   753                           ;LIB_ADC.c: 17:     ADCON0bits.ADON = 1;
   754  0075  141F               	bsf	31,0	;volatile
   755  0076                     l683:
   756                           
   757                           ;LIB_ADC.c: 18:     ADCON1 = 0b0000000;
   758  0076  1683               	bsf	3,5	;RP0=1, select bank1
   759  0077  1303               	bcf	3,6	;RP1=0, select bank1
   760  0078  019F               	clrf	31	;volatile
   761  0079                     l68:
   762  0079  0008               	return
   763  007A                     __end_of_ADC_CONFIG:
   764                           
   765                           	psect	text4
   766  0015                     __ptext4:	
   767 ;; *************** function _ISR *****************
   768 ;; Defined at:
   769 ;;		line 80 in file "Slave0_main.c"
   770 ;; Parameters:    Size  Location     Type
   771 ;;		None
   772 ;; Auto vars:     Size  Location     Type
   773 ;;		None
   774 ;; Return value:  Size  Location     Type
   775 ;;                  1    wreg      void 
   776 ;; Registers used:
   777 ;;		wreg
   778 ;; Tracked objects:
   779 ;;		On entry : 0/0
   780 ;;		On exit  : 0/0
   781 ;;		Unchanged: 0/0
   782 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
   783 ;;      Params:         0       0       0       0       0
   784 ;;      Locals:         0       0       0       0       0
   785 ;;      Temps:          3       0       0       0       0
   786 ;;      Totals:         3       0       0       0       0
   787 ;;Total ram usage:        3 bytes
   788 ;; Hardware stack levels used:    1
   789 ;; This function calls:
   790 ;;		Nothing
   791 ;; This function is called by:
   792 ;;		Interrupt level 1
   793 ;; This function uses a non-reentrant model
   794 ;;
   795                           
   796                           
   797                           ;psect for function _ISR
   798  0015                     _ISR:
   799  0015                     i1l705:
   800                           
   801                           ;Slave0_main.c: 81:     if (ADCON0bits.GO == 0){
   802  0015  1283               	bcf	3,5	;RP0=0, select bank0
   803  0016  1303               	bcf	3,6	;RP1=0, select bank0
   804  0017  189F               	btfsc	31,1	;volatile
   805  0018  281A               	goto	u1_21
   806  0019  281B               	goto	u1_20
   807  001A                     u1_21:
   808  001A  2828               	goto	i1l713
   809  001B                     u1_20:
   810  001B                     i1l707:
   811                           
   812                           ;Slave0_main.c: 82:         adcvar = ADRESH;
   813  001B  081E               	movf	30,w	;volatile
   814  001C  00F0               	movwf	??_ISR
   815  001D  0870               	movf	??_ISR,w
   816  001E  00F5               	movwf	_adcvar
   817                           
   818                           ;Slave0_main.c: 83:         _delay((unsigned long)((25)*(8000000/4000000.0)));
   819  001F  3010               	movlw	16
   820  0020  00F0               	movwf	??_ISR
